"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
318515,3,K,515,SOUTH SHORE HIGH SCHOOL,18K515,Closed,18,71.4,40.00%,1,91,0,0,65,65,4,65,0,,,65,TitleI:no chng,0,$0 ,0,0,$0 ,
318563,3,K,563,IT TAKES A VILLAGE ACADEMY,18K563,Open,18,87.8,40.00%,1,287,0,65,252,252,22,252,57,,,252,TitleI:no chng,309,"$403,505 ","88,188","315,317","$4,035 ",SWP
318566,3,K,566,BROOKLYN GENERATION SCHOOL,18K566,Open,18,64.2,40.00%,1,212,0,57,136,136,13,136,37,,,136,TitleI:no chng,173,"$225,911 ","49,282","176,629","$2,259 ",SWP
318567,3,K,567,BROOKLYN THEATRE ARTS HIGH SCHOO 18K567,,Open,18,80.2,40.00%,1,247,0,36,198,198,12,198,29,,,198,TitleI:no chng,227,"$296,426 ","38,907","257,519","$2,964 ",SWP
318569,3,K,569,KURT HAHN EXPEDITIONARY LEARNING 18K569,,Open,18,78.4,40.00%,1,222,0,47,174,174,6,174,37,,,174,TitleI:no chng,211,"$275,533 ","93,376","182,157","$2,755 ",SWP
318576,3,K,576,VICTORY COLLEGIATE HIGH SCHOOL,18K576,Open,18,71.6,40.00%,1,243,0,71,174,174,6,174,51,,,174,TitleI:no chng,225,"$293,815 ","88,188","205,627","$2,938 ",SWP
318578,3,K,578,BROOKLYN BRIDGE ACADEMY,18K578,Open,18,73.2,40.00%,1,198,0,0,145,145,6,145,0,,,145,TitleI:no chng,145,"$189,347 ","51,875","137,472","$1,893 ",SWP
318581,3,K,581,EAST FLATBUSH COMMUNITY RESEARC 18K581,,Open,18,72.5,40.00%,1,251,0,0,182,182,10,182,0,,,182,TitleI:no chng,182,"$237,663 ","67,438","170,225","$2,377 ",SWP
318588,3,K,588,MIDDLE SCHOOL FOR ART AND PHILOS 18K588,,Open,18,76.5,40.00%,1,336,0,0,257,257,16,257,0,,,257,TitleI:no chng,257,"$335,602 ","62,251","273,351","$3,356 ",SWP
318589,3,K,589,ARTS & MEDIA PREPARATORY ACADEM 18K589,,Open,18,69.1,40.00%,1,207,0,42,143,143,9,143,29,,,143,TitleI:no chng,172,"$224,605 ","51,875","172,730","$2,246 ",SWP
318598,3,K,598,MIDDLE SCHOOL OF MARKETING AND 18K598,,Open,18,68.2,40.00%,1,305,0,0,208,208,14,208,0,,,208,TitleI:no chng,208,"$271,615 ","75,219","196,396","$2,716 ",SWP
318617,3,K,617,HIGH SCHOOL FOR INNOVATION IN AD 18K617,,Open,18,72.1,40.00%,1,165,0,55,119,119,2,119,40,,,119,TitleI:no chng,159,"$207,629 ","70,032","137,597","$2,076 ",SWP
318629,3,K,629,CULTURAL ACADEMY FOR THE ARTS AN 18K629,,Open,18,90.5,40.00%,1,147,0,41,133,133,10,133,37,,,133,TitleI:no chng,170,"$221,993 ","36,313","185,680","$2,220 ",SWP
318633,3,K,633,HIGH SCHOOL FOR MEDICAL PROFESSIO 18K633,,Open,18,77.7,40.00%,1,233,0,82,181,181,4,181,64,,,181,TitleI:no chng,245,"$319,931 ","119,314","200,617","$3,199 ",SWP
318635,3,K,635,OLYMPUS ACADEMY,18K635,Open,18,76,40.00%,1,196,0,0,149,149,7,149,0,,,149,TitleI:no chng,149,"$194,571 ","46,688","147,883","$1,946 ",SWP
318637,3,K,637,ACADEMY FOR CONSERVATION AND TH 18K637,,Open,18,78.5,40.00%,1,130,0,42,102,102,6,102,33,,,102,TitleI:no chng,135,"$176,289 ","33,719","142,570","$1,763 ",SWP
318642,3,K,642,URBAN ACTION ACADEMY,18K642,Open,18,88.8,40.00%,1,170,0,71,151,151,3,151,63,,,151,TitleI:no chng,214,"$279,450 ","72,626","206,824","$2,795 ",SWP
318673,3,K,673,EAST BROOKLYN COMMUNITY HIGH SC 18K673,,Open,18,66.4,40.00%,1,149,0,0,99,99,6,99,0,,,99,TitleI:no chng,99,"$129,278 ","44,094","85,184","$1,293 ",SWP
319007,3,K,7,P.S. 007 ABRAHAM LINCOLN,19K007,Open,19,94.6,40.00%,1,885,0,0,837,837,53,837,0,,,837,TitleI:no chng,837,"$1,092,990 ","142,658","950,332","$10,930 ",SWP
319013,3,K,13,P.S. 013 ROBERTO CLEMENTE,19K013,Open,19,88.7,40.00%,1,529,0,0,469,469,63,469,0,,,469,TitleI:no chng,469,"$612,440 ","54,469","557,971","$6,124 ",SWP
319065,3,K,65,P.S. 065,19K065,Open,19,94.8,40.00%,1,584,0,0,554,554,45,554,0,UU,,554,TitleI:no chng,554,"$723,437 ","150,439","572,998","$7,234 ",SWP
319072,3,K,72,P.S./I.S. 072 ANNETTE P GOLDMAN,19K072,Open,19,93.4,40.00%,1,361,0,0,337,337,20,337,0,,,337,TitleI:no chng,337,"$440,069 ","70,032","370,037","$4,401 ",SWP
319089,3,K,89,P.S. 089 CYPRESS HILLS,19K089,Open,19,90.1,40.00%,1,274,0,0,247,247,11,247,0,,,247,TitleI:no chng,247,"$322,543 ","38,907","283,636","$3,225 ",SWP
319108,3,K,108,P.S. 108 SAL ABBRACCIAMENTO,19K108,Open,19,96.1,40.00%,1,962,0,0,924,924,59,924,0,UU,,924,TitleI:no chng,924,"$1,206,599 ","197,127","1,009,472","$12,066 ",SWP
319149,3,K,149,P.S. 149 DANNY KAYE,19K149,Open,19,99.4,40.00%,1,708,0,0,704,704,62,704,0,,,704,TitleI:no chng,704,"$919,313 ","2,594","916,719","$9,193 ",SWP
319158,3,K,158,P.S. 158 WARWICK,19K158,Open,19,88.4,40.00%,1,568,0,0,502,502,50,502,0,,,502,TitleI:no chng,502,"$655,533 ","62,251","593,282","$6,555 ",SWP
319159,3,K,159,P.S. 159 ISAAC PITKIN,19K159,Open,19,88.7,40.00%,1,920,0,0,816,816,23,816,0,UU,,816,TitleI:no chng,816,"$1,065,568 ","272,346","793,222","$10,656 ",SWP
319166,3,K,166,J.H.S. 166 GEORGE GERSHWIN,19K166,Open,19,79.4,40.00%,1,555,0,0,441,441,36,441,0,UU,,441,TitleI:no chng,441,"$575,877 ","80,407","495,470","$5,759 ",SWP
319171,3,K,171,I.S. 171 ABRAHAM LINCOLN,19K171,Open,19,96.9,40.00%,1,836,0,0,810,810,39,810,0,,A,810,TitleI:no chng,810,"$1,057,733 ","137,470","920,263","$10,577 ",SWP
319174,3,K,174,P.S. 174 DUMONT,19K174,Open,19,92,40.00%,1,425,0,0,391,391,42,391,0,UU,,391,TitleI:no chng,391,"$510,584 ","129,689","380,895","$5,106 ",SWP
319190,3,K,190,P.S. 190 SHEFFIELD,19K190,Open,19,94.4,40.00%,1,268,0,0,253,253,29,253,0,,,253,TitleI:no chng,253,"$330,378 ","49,282","281,096","$3,304 ",SWP
319202,3,K,202,P.S. 202 ERNEST S. JENKYNS,19K202,Open,19,95.8,40.00%,1,922,0,0,883,883,99,883,0,,,883,TitleI:no chng,883,"$1,153,059 ","153,033","1,000,026","$11,531 ",SWP
319213,3,K,213,P.S. 213 NEW LOTS,19K213,Open,19,92,40.00%,1,437,0,0,402,402,33,402,0,,,402,TitleI:no chng,402,"$524,949 ","72,626","452,323","$5,249 ",SWP
319214,3,K,214,P.S. 214 MICHAEL FRIEDSAM,19K214,Open,19,94.7,40.00%,1,"1,016",0,0,962,962,25,962,0,UU,,962,TitleI:no chng,962,"$1,256,221 ","280,128","976,093","$12,562 ",SWP
319218,3,K,218,J.H.S. 218 JAMES P. SINNOTT,19K218,Open,19,90.7,40.00%,1,637,0,0,578,578,40,578,0,,,578,TitleI:no chng,578,"$754,777 ","140,064","614,713","$7,548 ",SWP
319224,3,K,224,P.S. 224 HALE A. WOODRUFF,19K224,Open,19,88.9,40.00%,1,801,0,0,712,712,54,712,0,,,712,TitleI:no chng,712,"$929,760 ","129,689","800,071","$9,298 ",SWP
319260,3,K,260,P.S. 260 BREUCKELEN,19K260,Open,19,89.5,40.00%,1,344,0,0,308,308,20,308,0,,,308,TitleI:no chng,308,"$402,200 ","44,094","358,106","$4,022 ",SWP
319273,3,K,273,P.S. 273 WORTMAN,19K273,Open,19,84.8,40.00%,1,457,0,0,388,388,23,388,0,UU,,388,TitleI:no chng,388,"$506,667 ","147,845","358,822","$5,067 ",SWP
319290,3,K,290,P.S. 290 JUAN MOREL CAMPOS,19K290,Open,19,96.1,40.00%,1,592,0,0,569,569,36,569,0,,,569,TitleI:no chng,569,"$743,024 ","111,532","631,492","$7,430 ",SWP
319292,3,K,292,J.H.S. 292 MARGARET S. DOUGLAS,19K292,Open,19,79.9,40.00%,1,667,0,0,533,533,55,533,0,UU,,533,TitleI:no chng,533,"$696,014 ","106,345","589,669","$6,960 ",SWP
319302,3,K,302,J.H.S. 302 RAFAEL CORDERO,19K302,Open,19,81.2,40.00%,1,"1,006",0,0,817,817,96,817,0,UU,,817,TitleI:no chng,817,"$1,066,873 ","134,876","931,997","$10,669 ",SWP
319306,3,K,306,P.S. 306 ETHAN ALLEN,19K306,Open,19,89.5,40.00%,1,650,0,0,582,582,53,582,0,UU,,582,TitleI:no chng,582,"$760,000 ","147,845","612,155","$7,600 ",SWP
319311,3,K,311,ESSENCE SCHOOL,19K311,Open,19,94.2,40.00%,1,240,0,0,226,226,19,226,0,,,226,TitleI:no chng,226,"$295,120 ","54,469","240,651","$2,951 ",SWP
319328,3,K,328,P.S. 328 PHYLLIS WHEATLEY,19K328,Open,19,99.6,40.00%,1,533,0,0,531,531,66,531,0,,,531,TitleI:no chng,531,"$693,402 ","31,125","662,277","$6,934 ",SWP
319345,3,K,345,P.S. 345 PATROLMAN ROBERT BOLDEN,19K345,Open,19,97.1,40.00%,1,694,0,0,674,674,56,674,0,UU,,674,TitleI:no chng,674,"$880,138 ","72,626","807,512","$8,801 ",SWP
319346,3,K,346,P.S. 346 ABE STARK,19K346,Open,19,73.1,40.00%,1,733,0,0,536,536,50,536,0,,,536,TitleI:no chng,536,"$699,932 ","215,283","484,649","$6,999 ",SWP
319364,3,K,364,I.S. 364 GATEWAY,19K364,Open,19,80.4,40.00%,1,398,0,0,320,320,7,320,0,UU,,320,TitleI:no chng,320,"$417,870 ","197,127","220,743","$4,179 ",SWP
319409,3,K,409,EAST NEW YORK FAMILY ACADEMY,19K409,Open,19,83.5,40.00%,1,442,0,0,369,369,8,369,0,,,369,TitleI:no chng,369,"$481,856 ","186,752","295,104","$4,819 ",SWP
319420,3,K,420,FRANKLIN K. LANE HIGH SCHOOL,19K420,Open,19,54.7,40.00%,1,839,0,0,459,459,37,459,0,,,459,TitleI:no chng,459,"$599,382 ","15,563","583,819","$5,994 ",SWP
319452,3,K,452,FREDERICK DOUGLASS ACADEMY VIII M 19K452,,Open,19,88.7,40.00%,1,212,0,0,188,188,5,188,0,,,188,TitleI:no chng,188,"$245,498 ","54,469","191,029","$2,455 ",SWP
319502,3,K,502,FDNY HIGH SCHOOL FOR FIRE AND LIFE,19K502,Open,19,81.7,40.00%,1,409,0,0,334,334,22,334,0,,,334,TitleI:no chng,334,"$436,151 ","67,438","368,713","$4,362 ",SWP
319504,3,K,504,HIGH SCHOOL FOR CIVIL RIGHTS,19K504,Open,19,72.8,40.00%,1,426,0,0,310,310,32,310,0,,,310,TitleI:no chng,310,"$404,811 ","46,688","358,123","$4,048 ",SWP
319507,3,K,507,PERFORMING ARTS AND TECHNOLOGY,19K507,Open,19,77.7,40.00%,1,435,0,0,338,338,18,338,0,,,338,TitleI:no chng,338,"$441,375 ","101,157","340,218","$4,414 ",SWP
319510,3,K,510,WORLD ACADEMY FOR TOTAL COMMU 19K510,,Open,19,83.9,40.00%,1,392,0,0,329,329,12,329,0,,,329,TitleI:no chng,329,"$429,622 ","103,751","325,871","$4,296 ",SWP
319583,3,K,583,MULTICULTURAL HIGH SCHOOL,19K583,Open,19,83,40.00%,1,330,0,78,274,274,27,274,65,,,274,TitleI:no chng,339,"$442,681 ","64,844","377,837","$4,427 ",SWP
319615,3,K,615,TRANSIT TECH CAREER AND TECHNICAL 19K615,,Open,19,75.9,40.00%,1,"1,518",0,0,"1,152","1,152",31,"1,152",0,UU,,1152,TitleI:no chng,"1,152","$1,504,331 ","534,317","970,014","$15,043 ",SWP
319618,3,K,618,ACADEMY OF INNOVATIVE TECHNOLOG 19K618,,Open,19,95.5,40.00%,1,201,0,91,192,192,11,192,87,,,192,TitleI:no chng,279,"$364,330 ","7,781","356,549","$3,643 ",SWP
319639,3,K,639,BROOKLYN LAB SCHOOL,19K639,Open,19,85.4,40.00%,1,206,0,74,176,176,9,176,63,,,176,TitleI:no chng,239,"$312,096 ","51,875","260,221","$3,121 ",SWP
319659,3,K,659,CYPRESS HILLS COLLEGIATE PREPARATO 19K659,,Open,19,74,40.00%,1,416,0,0,308,308,6,308,0,,,308,TitleI:no chng,308,"$402,200 ","75,219","326,981","$4,022 ",SWP
319660,3,K,660,W. H. MAXWELL CAREER AND TECHNIC,19K660,Open,19,79.6,40.00%,1,882,0,0,702,702,29,702,0,UU,,702,TitleI:no chng,702,"$916,702 ","142,658","774,044","$9,167 ",SWP
319677,3,K,677,EAST NEW YORK ELEMENTARY SCHOOL 19K677,,Open,19,86.5,40.00%,1,289,0,72,250,250,20,250,62,,,250,TitleI:no chng,312,"$407,423 ","31,125","376,298","$4,074 ",SWP
319678,3,K,678,EAST NEW YORK MIDDLE SCHOOL OF E,19K678,Open,19,95.2,40.00%,1,84,0,65,80,80,4,80,62,,,80,TitleI:no chng,142,"$185,430 ","36,313","149,117","$1,854 ",SWP
319683,3,K,683,THE SCHOOL FOR CLASSICS: AN ACADE,19K683,Open,19,93.3,40.00%,1,165,0,42,154,154,6,154,39,,,154,TitleI:no chng,193,"$252,028 ","28,532","223,496","$2,520 ",SWP
320030,3,K,30,I.S. 30 MARY WHITE OVINGTON,20K030,Open,20,75.3,40.00%,1,346,0,0,261,261,5,261,0,UU,,261,TitleI:no chng,261,"$340,825 ","116,720","224,105","$3,408 ",SWP
320048,3,K,48,P.S. 048 MAPLETON,20K048,Open,20,88.3,40.00%,1,619,0,0,547,547,5,547,0,UU,,547,TitleI:no chng,547,"$714,296 ","173,783","540,513","$7,143 ",SWP
320062,3,K,62,J.H.S. 062 DITMAS,20K062,Open,20,94.6,40.00%,1,"1,200",0,0,"1,135","1,135",81,"1,135",0,UU,,1135,TitleI:no chng,"1,135","$1,482,131 ","329,409","1,152,722","$14,821 ",SWP
320069,3,K,69,P.S. 69 VINCENT D. GRIPPO SCHOOL,20K069,Open,20,92.6,40.00%,1,875,0,0,810,810,6,810,0,UU,,810,TitleI:no chng,810,"$1,057,733 ","178,970","878,763","$10,577 ",SWP
320102,3,K,102,P.S. 102 THE BAYVIEW,20K102,Open,20,70.8,40.00%,1,"1,187",0,0,840,840,4,840,0,UU,,840,TitleI:no chng,840,"$1,096,908 ","319,034","777,874","$10,969 ",SWP
320104,3,K,104,P.S./I.S. 104 THE FORT HAMILTON SCH,20K104,Open,20,61.4,40.00%,1,"1,296",0,0,796,796,3,796,0,UU,,796,TitleI:no chng,796,"$1,039,451 ","1,039,451",0,"$10,395 ",SWP
320105,3,K,105,P.S. 105 THE BLYTHEBOURNE,20K105,Open,20,92.8,40.00%,1,"1,569",0,0,"1,456","1,456",4,"1,456",0,UU,,1456,TitleI:no chng,"1,456","$1,901,307 ","516,161","1,385,146","$19,013 ",Target
320112,3,K,112,P.S. 112 LEFFERTS PARK,20K112,Open,20,82.8,40.00%,1,468,0,0,388,388,0,388,0,UU,,388,TitleI:no chng,388,"$506,667 ","207,502","299,165","$5,067 ",SWP
320127,3,K,127,P.S. 127 MCKINLEY PARK,20K127,Open,20,78,40.00%,1,426,0,0,332,332,3,332,0,UU,,332,TitleI:no chng,332,"$433,540 ","62,251","371,289","$4,335 ",SWP
320160,3,K,160,P.S. 160 WILLIAM T. SAMPSON,20K160,Open,20,92.9,40.00%,1,810,0,0,752,752,12,752,0,UU,,752,TitleI:no chng,752,"$981,994 ","176,377","805,617","$9,820 ",SWP
320163,3,K,163,P.S. 163 BATH BEACH,20K163,Open,20,79.3,40.00%,1,417,0,0,331,331,3,331,0,UU,,331,TitleI:no chng,331,"$432,234 ","186,752","245,482","$4,322 ",SWP
320164,3,K,164,P.S. 164 CAESAR RODNEY,20K164,Open,20,95.5,40.00%,1,415,0,0,396,396,0,396,0,UU,,396,TitleI:no chng,396,"$517,114 ","95,970","421,144","$5,171 ",SWP
320170,3,K,170,RALPH A. FABRIZIO SCHOOL,20K170,Open,20,85.5,40.00%,1,798,0,0,682,682,2,682,0,UU,,682,TitleI:no chng,682,"$890,585 ","215,283","675,302","$8,906 ",SWP
320176,3,K,176,P.S. 176 OVINGTON,20K176,Open,20,77.6,40.00%,1,"1,138",0,0,883,883,1,883,0,,,883,TitleI:no chng,883,"$1,153,059 ","298,284","854,775","$11,531 ",SWP
320179,3,K,179,P.S. 179 KENSINGTON,20K179,Open,20,93.5,40.00%,1,820,0,0,767,767,38,767,0,UU,,767,TitleI:no chng,767,"$1,001,581 ","197,127","804,454","$10,016 ",SWP
320180,3,K,180,THE SEEALL ACADEMY,20K180,Open,20,70.6,40.00%,1,"1,156",0,0,816,816,5,816,0,,,816,TitleI:no chng,816,"$1,065,568 ","1,065,568",0,"$10,656 ",SWP
320185,3,K,185,P.S. 185 WALTER KASSENBROCK,20K185,Open,20,47.6,40.00%,1,831,0,0,396,396,1,396,0,UU,,396,TitleI:no chng,396,"$517,114 ","517,114",0,"$5,171 ",SWP
320186,3,K,186,P.S. 186 DR. IRVING A GLADSTONE,20K186,Open,20,80.7,40.00%,1,800,0,0,646,646,29,646,0,UU,,646,TitleI:no chng,646,"$843,574 ","355,347","488,227","$8,436 ",SWP
320187,3,K,187,I.S. 187,20K187,Open,20,67.5,40.00%,1,"1,001",0,0,676,676,1,676,0,,,676,TitleI:no chng,676,"$882,750 ","882,750",0,"$8,828 ",SWP
320192,3,K,192,P.S. 192 - THE MAGNET SCHOOL FOR M 20K192,,Open,20,90.9,40.00%,1,545,0,0,495,495,5,495,0,UU,,495,TitleI:no chng,495,"$646,392 ","166,002","480,390","$6,464 ",SWP
320200,3,K,200,P.S. 200 BENSON SCHOOL,20K200,Open,20,72.5,40.00%,1,"1,207",0,0,875,875,26,875,0,,,875,TitleI:no chng,875,"$1,142,612 ","329,409","813,203","$11,426 ",SWP
320201,3,K,201,J.H.S. 201 THE DYKER HEIGHTS,20K201,Open,20,78.3,40.00%,1,"1,530",0,0,"1,198","1,198",37,"1,198",0,,,1198,TitleI:no chng,"1,198","$1,564,399 ","526,536","1,037,863","$15,644 ",SWP
320204,3,K,204,P.S. 204 VINCE LOMBARDI,20K204,Open,20,75.1,40.00%,1,947,0,0,711,711,8,711,0,UU,,711,TitleI:no chng,711,"$928,454 ","407,223","521,231","$9,285 ",SWP
320205,3,K,205,P.S. 205 CLARION,20K205,Open,20,86.8,40.00%,1,818,0,0,710,710,7,710,0,UU,,710,TitleI:no chng,710,"$927,148 ","210,096","717,052","$9,271 ",SWP
320220,3,K,220,J.H.S. 220 JOHN J. PERSHING,20K220,Open,20,95.1,40.00%,1,"1,290",0,0,"1,227","1,227",46,"1,227",0,UU,,1227,TitleI:no chng,"1,227","$1,602,269 ","243,815","1,358,454","$16,023 ",SWP
320223,3,K,223,J.H.S. 223 THE MONTAUK,20K223,Open,20,90.8,40.00%,1,595,0,0,540,540,11,540,0,,,540,TitleI:no chng,540,"$705,155 ","119,314","585,841","$7,052 ",SWP
320227,3,K,227,J.H.S. 227 EDWARD B. SHALLOW,20K227,Open,20,95.5,40.00%,1,"1,365",0,0,"1,304","1,304",5,"1,304",0,,,1304,TitleI:no chng,"1,304","$1,702,819 ","259,377","1,443,442","$17,028 ",SWP
320229,3,K,229,P.S. 229 DYKER,20K229,Open,20,55.6,40.00%,1,747,0,25,415,415,14,415,14,UU,,415,TitleI:no chng,429,"$560,206 ","560,206",0,"$5,602 ",SWP
320247,3,K,247,P.S. 247 BROOKLYN,20K247,Open,20,81,40.00%,1,627,0,0,508,508,2,508,0,UU,,508,TitleI:no chng,508,"$663,368 ","199,721","463,647","$6,634 ",SWP
320259,3,K,259,J.H.S. 259 WILLIAM MCKINLEY,20K259,Open,20,88.9,40.00%,1,"1,411",0,0,"1,254","1,254",21,"1,254",0,,,1254,TitleI:no chng,"1,254","$1,637,527 ","321,628","1,315,899","$16,375 ",SWP
320445,3,K,445,NEW UTRECHT HIGH SCHOOL,20K445,Open,20,53.6,40.00%,1,"2,911",0,0,"1,560","1,560",106,"1,560",0,,A,1560,TitleI:no chng,"1,560","$2,037,114 ","2,037,114",0,"$20,371 ",SWP
320485,3,K,485,HIGH SCHOOL OF TELECOMMUNICATIO 20K485,,Open,20,79.7,40.00%,1,"1,276",0,0,"1,017","1,017",3,"1,017",0,UU,,1017,TitleI:no chng,"1,017","$1,328,042 ","409,816","918,226","$13,280 ",SWP
320490,3,K,490,FORT HAMILTON HIGH SCHOOL,20K490,Open,20,48.5,40.00%,1,"4,200",0,0,"2,037","2,037",115,"2,037",0,,A,2037,TitleI:no chng,"2,037","$2,660,001 ","2,660,001",0,"$26,600 ",SWP
320503,3,K,503,PS 503: THE SCHOOL OF DISCOVERY,20K503,Open,20,94.4,40.00%,1,827,0,0,781,781,85,781,0,,,781,TitleI:no chng,781,"$1,019,863 ","134,876","884,987","$10,199 ",SWP
320505,3,K,505,FRANKLIN DELANO ROOSEVELT HIGH S,20K505,Open,20,74.2,40.00%,1,"3,418",0,0,"2,536","2,536",121,"2,536",0,,,2536,TitleI:no chng,"2,536","$3,311,617 ","461,692","2,849,925","$33,116 ",SWP
320506,3,K,506,P.S. 506: THE SCHOOL OF JOURNALISM,20K506,Open,20,90.1,40.00%,1,738,0,0,665,665,29,665,0,,,665,TitleI:no chng,665,"$868,385 ","153,033","715,352","$8,684 ",SWP
320609,3,K,609,URBAN ASSEMBLY SCHOOL FOR CRIMIN 20K609,,Open,20,84.8,40.00%,1,210,0,78,178,178,3,178,66,,,178,TitleI:no chng,244,"$318,626 ","57,063","261,563","$3,186 ",SWP
320682,3,K,682,THE ACADEMY OF TALENTED SCHOLAR,20K682,Open,20,60.3,40.00%,1,121,0,50,73,73,2,73,30,,,73,TitleI:no chng,103,"$134,502 ","44,094","90,408","$1,345 ",SWP
320686,3,K,686,BROOKLYN SCHOOL OF INQUIRY,20K686,Open,20,23.1,40.00%,0,108,0,28,25,0,1,1,0,,,1,Non-T1:STH only:no chng,1,"$1,306 ",0,"1,306",$13 ,
321090,3,K,90,P.S. 90 EDNA COHEN SCHOOL,21K090,Open,21,88.2,40.00%,1,452,0,0,399,399,13,399,0,UU,,399,TitleI:no chng,399,"$521,031 ","114,126","406,905","$5,210 ",SWP
321095,3,K,95,P.S. 095 THE GRAVESEND,21K095,Open,21,78.7,40.00%,1,962,0,0,757,757,29,757,0,UU,,757,TitleI:no chng,757,"$988,523 ","370,910","617,613","$9,885 ",SWP
321096,3,K,96,I.S. 096 SETH LOW,21K096,Open,21,83.1,40.00%,1,"1,003",0,0,833,833,27,833,0,UU,,833,TitleI:no chng,833,"$1,087,767 ","389,066","698,701","$10,878 ",SWP
321097,3,K,97,P.S. 97 THE HIGHLAWN,21K097,Open,21,68.6,40.00%,1,742,0,0,509,509,3,509,0,UU,,509,TitleI:no chng,509,"$664,674 ","664,674",0,"$6,647 ",SWP
321098,3,K,98,I.S. 98 BAY ACADEMY,21K098,Open,21,50.3,40.00%,1,"1,103",0,0,555,555,2,555,0,UU,,555,TitleI:no chng,555,"$724,743 ","724,743",0,"$7,247 ",SWP
321099,3,K,99,P.S. 099 ISAAC ASIMOV,21K099,Open,21,85.8,40.00%,1,658,0,0,565,565,8,565,0,UU,,565,TitleI:no chng,565,"$737,801 ","166,002","571,799","$7,378 ",SWP
321100,3,K,100,P.S. 100 THE CONEY ISLAND SCHOOL,21K100,Open,21,73.5,40.00%,1,679,0,0,499,499,10,499,0,UU,,499,TitleI:no chng,499,"$651,615 ","140,064","511,551","$6,516 ",SWP
321101,3,K,101,P.S. 101 THE VERRAZANO,21K101,Open,21,83.7,40.00%,1,784,0,0,656,656,8,656,0,UU,,656,TitleI:no chng,656,"$856,633 ","402,035","454,598","$8,566 ",SWP
321121,3,K,121,P.S. 121 NELSON A. ROCKEFELLER,21K121,Open,21,87.3,40.00%,1,214,0,0,187,187,2,187,0,UU,,187,TitleI:no chng,187,"$244,193 ","67,438","176,755","$2,442 ",SWP
321128,3,K,128,P.S. 128 BENSONHURST,21K128,Open,21,79.1,40.00%,1,350,0,0,277,277,2,277,0,,,277,TitleI:no chng,277,"$361,718 ","101,157","260,561","$3,617 ",SWP
321153,3,K,153,P.S. 153 HOMECREST,21K153,Open,21,89.5,40.00%,1,498,0,0,446,446,3,446,0,UU,,446,TitleI:no chng,446,"$582,406 ","186,752","395,654","$5,824 ",SWP
321177,3,K,177,P.S. 177 THE MARLBORO,21K177,Open,21,85.1,40.00%,1,797,0,0,678,678,34,678,0,UU,,678,TitleI:no chng,678,"$885,361 ","274,940","610,421","$8,854 ",SWP
321188,3,K,188,P.S. 188 MICHAEL E. BERDY,21K188,Open,21,88.3,40.00%,1,520,0,0,459,459,20,459,0,UU,,459,TitleI:no chng,459,"$599,382 ","80,407","518,975","$5,994 ",SWP
321199,3,K,199,P.S. 199 FREDERICK WACHTEL,21K199,Open,21,77.4,40.00%,1,491,0,0,380,380,0,380,0,,,380,TitleI:no chng,380,"$496,220 ","163,408","332,812","$4,962 ",SWP
321209,3,K,209,P.S. 209 MARGARET MEAD,21K209,Open,21,76.7,40.00%,1,686,0,0,526,526,2,526,0,UU,,526,TitleI:no chng,526,"$686,873 ","282,721","404,152","$6,869 ",SWP
321212,3,K,212,P.S. 212 LADY DEBORAH MOODY,21K212,Open,21,80.8,40.00%,1,540,0,0,436,436,12,436,0,UU,,436,TitleI:no chng,436,"$569,347 ","199,721","369,626","$5,693 ",SWP
321215,3,K,215,P.S. 215 MORRIS H. WEISS,21K215,Open,21,62.6,40.00%,1,670,0,0,419,419,3,419,0,UU,,419,TitleI:no chng,419,"$547,148 ","547,148",0,"$5,471 ",SWP
321216,3,K,216,P.S. 216 ARTURO TOSCANINI,21K216,Open,21,78.2,40.00%,1,405,0,0,317,317,18,317,0,UU,,317,TitleI:no chng,317,"$413,952 ","153,033","260,919","$4,140 ",SWP
321225,3,K,225,P.S. K225 - THE EILEEN E. ZAGLIN,21K225,Open,21,82.3,40.00%,1,874,0,0,719,719,12,719,0,UU,,719,TitleI:no chng,719,"$938,901 ","357,941","580,960","$9,389 ",SWP
321226,3,K,226,P.S. 226 ALFRED DE B.MASON,21K226,Open,21,86.5,40.00%,1,731,0,0,632,632,51,632,0,,,632,TitleI:no chng,632,"$825,293 ","223,065","602,228","$8,253 ",SWP
321228,3,K,228,I.S. 228 DAVID A. BOODY,21K228,Open,21,78.5,40.00%,1,871,0,0,684,684,3,684,0,,,684,TitleI:no chng,684,"$893,196 ","316,440","576,756","$8,932 ",SWP
321238,3,K,238,P.S. 238 ANNE SULLIVAN,21K238,Open,21,89.3,40.00%,1,475,0,0,424,424,47,424,0,UU,,424,TitleI:no chng,424,"$553,677 ","108,939","444,738","$5,537 ",SWP
